plot_id,year,species_id,status_id,dbh_class,count
1823-T2-0600,1991,ABA,D,27.5,1
1823-T2-0600,1991,ABA,D,2.5,5
1823-T2-0600,1991,ABA,D,7.5,44
1823-T2-0600,2009,ABA,D,7.5,1
1823-T2-0600,2009,BPA,D,32.5,1
1823-T2-0600,2009,PGL,D,17.5,1
1823-T2-0600,1991,PTR,D,12.5,2
1823-T2-0600,1991,PTR,D,17.5,2
1823-T2-0600,2009,PTR,D,17.5,2
1823-T2-0600,1991,PTR,DCS,27.5,1
1823-T2-0600,1991,ABA,A,0.5,2
1823-T2-0600,2009,ABA,A,0.5,37
1823-T2-0600,1991,ABA,A,12.5,7
1823-T2-0600,2009,ABA,A,12.5,9
1823-T2-0600,2009,ABA,A,17.5,2
1823-T2-0600,1991,ABA,A,2.5,3
1823-T2-0600,2009,ABA,A,2.5,37
1823-T2-0600,1991,ABA,A,7.5,4
1823-T2-0600,2009,ABA,A,7.5,10
1823-T2-0600,1991,ASP,A,0.5,4
1823-T2-0600,2009,ASP,A,0.5,6
1823-T2-0600,1991,ASP,A,2.5,1
1823-T2-0600,2009,ASP,A,2.5,2
1823-T2-0600,2009,PGL,A,0.5,6
1823-T2-0600,2009,PGL,A,12.5,1
1823-T2-0600,1991,PGL,A,17.5,1
1823-T2-0600,1991,PGL,A,22.5,2
1823-T2-0600,2009,PGL,A,22.5,1
1823-T2-0600,2009,PGL,A,27.5,2
1823-T2-0600,2009,PGL,A,2.5,8
1823-T2-0600,2009,PGL,A,32.5,1
1823-T2-0600,2009,PGL,A,7.5,3
1823-T2-0600,1991,PMA,A,17.5,1
1823-T2-0600,1991,PMA,A,7.5,1
1823-T2-0600,1991,PTR,A,0.5,1
1823-T2-0600,1991,PTR,A,17.5,2
1823-T2-0600,1991,PTR,A,27.5,1
1823-T2-0600,2009,PTR,A,2.5,2
1823-T2-0600,2009,SORBU,A,0.5,1
1823-T2-0650,1991,ABA,D,12.5,5
1823-T2-0650,1991,ABA,D,17.5,4
1823-T2-0650,1991,ABA,D,2.5,2
1823-T2-0650,1991,ABA,D,7.5,9
1823-T2-0650,2009,ABA,D,7.5,1
1823-T2-0650,2009,BPA,D,32.5,1
1823-T2-0650,1991,PGL,D,12.5,1
1823-T2-0650,1991,PGL,D,22.5,1
1823-T2-0650,1991,PTR,D,17.5,1
1823-T2-0650,2009,PTR,D,22.5,1
1823-T2-0650,1991,PTR,D,27.5,1
1823-T2-0650,1991,PTR,D,32.5,1
1823-T2-0650,1991,PTR,D,37.5,2
1823-T2-0650,2009,PTR,D,37.5,1
1823-T2-0650,1991,PTR,DCS,27.5,1
1823-T2-0650,1991,ABA,A,12.5,1
1823-T2-0650,2009,ABA,A,12.5,4
1823-T2-0650,2009,ABA,A,17.5,1
1823-T2-0650,1991,ABA,A,2.5,1
1823-T2-0650,1991,ABA,A,7.5,8
1823-T2-0650,2009,ABA,A,7.5,5
1823-T2-0650,1991,ASP,A,0.5,45
1823-T2-0650,2009,ASP,A,0.5,20
1823-T2-0650,1991,ASP,A,2.5,19
1823-T2-0650,2009,ASP,A,2.5,44
1823-T2-0650,2009,ASP,A,7.5,1
1823-T2-0650,1991,BPA,A,12.5,1
1823-T2-0650,2009,BPA,A,12.5,1
1823-T2-0650,1991,BPA,A,17.5,3
1823-T2-0650,2009,BPA,A,17.5,3
1823-T2-0650,1991,BPA,A,22.5,1
1823-T2-0650,2009,BPA,A,22.5,3
1823-T2-0650,1991,BPA,A,27.5,1
1823-T2-0650,1991,BPA,A,7.5,2
1823-T2-0650,2009,BPA,A,7.5,1
1823-T2-0650,1991,PGL,A,17.5,1
1823-T2-0650,1991,PGL,A,22.5,2
1823-T2-0650,2009,PGL,A,32.5,1
1823-T2-0650,1991,PTR,A,0.5,3
1823-T2-0650,1991,PTR,A,17.5,1
1823-T2-0650,1991,PTR,A,27.5,1
1823-T2-0650,2009,PTR,A,2.5,1
1823-T2-0650,2009,PTR,A,37.5,1
1823-T2-0650,1991,PTR,A,42.5,1
1823-T2-0650,2009,PTR,A,7.5,1
1823-T2-0700,1991,ABA,D,12.5,12
1823-T2-0700,1991,ABA,D,17.5,2
1823-T2-0700,1991,ABA,D,2.5,2
1823-T2-0700,1991,ABA,D,7.5,9
1823-T2-0700,2009,ABA,D,7.5,17
1823-T2-0700,2009,BPA,D,22.5,1
1823-T2-0700,2009,BPA,D,27.5,1
1823-T2-0700,2009,PTR,D,32.5,1
1823-T2-0700,1991,ABA,A,0.5,16
1823-T2-0700,2009,ABA,A,0.5,17
1823-T2-0700,1991,ABA,A,12.5,1
1823-T2-0700,2009,ABA,A,12.5,5
1823-T2-0700,1991,ABA,A,2.5,9
1823-T2-0700,2009,ABA,A,2.5,34
1823-T2-0700,1991,ABA,A,7.5,2
1823-T2-0700,2009,ABA,A,7.5,44
1823-T2-0700,2009,ASP,A,2.5,4
1823-T2-0700,1991,BPA,A,0.5,1
1823-T2-0700,2009,BPA,A,12.5,1
1823-T2-0700,1991,BPA,A,17.5,6
1823-T2-0700,2009,BPA,A,17.5,1
1823-T2-0700,1991,BPA,A,22.5,3
1823-T2-0700,2009,BPA,A,22.5,2
1823-T2-0700,2009,BPA,A,27.5,2
1823-T2-0700,2009,BPA,A,2.5,3
1823-T2-0700,1991,BPA,A,7.5,1
1823-T2-0700,2009,BPA,A,7.5,1
1823-T2-0700,1991,PGL,A,0.5,2
1823-T2-0700,2009,PGL,A,0.5,1
1823-T2-0700,2009,PGL,A,12.5,1
1823-T2-0700,2009,PGL,A,17.5,1
1823-T2-0700,1991,PGL,A,2.5,1
1823-T2-0700,2009,PGL,A,2.5,6
1823-T2-0700,2009,PGL,A,32.5,1
1823-T2-0700,2009,PGL,A,7.5,3
1823-T2-0700,1991,PMA,A,12.5,1
1823-T2-0700,1991,PMA,A,17.5,1
1823-T2-0700,2009,PMA,A,17.5,1
1823-T2-0700,2009,PMA,A,7.5,2
1823-T2-0700,1991,PTR,A,0.5,1
1823-T2-0700,2009,PTR,A,12.5,3
1823-T2-0700,1991,PTR,A,27.5,2
1823-T2-0700,1991,PTR,A,2.5,6
1823-T2-0700,2009,PTR,A,2.5,3
1823-T2-0700,2009,PTR,A,32.5,1
1823-T2-0700,1991,PTR,A,7.5,4
1823-T2-0700,2009,PTR,A,7.5,13
1823-T3-0050,1991,ABA,D,12.5,3
1823-T3-0050,2009,ABA,D,12.5,2
1823-T3-0050,1991,ABA,D,2.5,4
1823-T3-0050,1991,ABA,D,7.5,19
1823-T3-0050,2009,ABA,D,7.5,2
1823-T3-0050,2009,BPA,D,7.5,1
1823-T3-0050,1991,PGL,D,17.5,1
1823-T3-0050,2009,PGL,D,32.5,1
1823-T3-0050,1991,PTR,D,27.5,1
1823-T3-0050,1991,ABA,A,0.5,11
1823-T3-0050,2009,ABA,A,0.5,2
1823-T3-0050,1991,ABA,A,12.5,2
1823-T3-0050,2009,ABA,A,12.5,6
1823-T3-0050,2009,ABA,A,17.5,4
1823-T3-0050,1991,ABA,A,2.5,3
1823-T3-0050,1991,ABA,A,7.5,6
1823-T3-0050,2009,ABA,A,7.5,4
1823-T3-0050,1991,ASP,A,0.5,21
1823-T3-0050,2009,ASP,A,0.5,45
1823-T3-0050,1991,ASP,A,2.5,9
1823-T3-0050,2009,ASP,A,2.5,32
1823-T3-0050,2009,ASP,A,7.5,1
1823-T3-0050,2009,BPA,A,12.5,1
1823-T3-0050,1991,BPA,A,17.5,2
1823-T3-0050,2009,BPA,A,22.5,1
1823-T3-0050,2009,CORYL,A,0.5,1
1823-T3-0050,1991,PGL,A,17.5,1
1823-T3-0050,2009,PGL,A,17.5,2
1823-T3-0050,1991,PGL,A,22.5,1
1823-T3-0050,1991,PGL,A,27.5,2
1823-T3-0050,1991,PGL,A,32.5,1
1823-T3-0050,2009,PGL,A,32.5,1
1823-T3-0050,1991,PGL,A,37.5,1
1823-T3-0050,2009,PGL,A,37.5,2
1823-T3-0050,1991,PTR,A,0.5,1
1823-T3-0050,1991,PTR,A,12.5,4
1823-T3-0050,2009,PTR,A,12.5,1
1823-T3-0050,1991,PTR,A,17.5,4
1823-T3-0050,2009,PTR,A,17.5,1
1823-T3-0050,1991,PTR,A,22.5,1
1823-T3-0050,2009,PTR,A,22.5,2
1823-T3-0050,1991,PTR,A,27.5,1
1823-T3-0050,2009,PTR,A,27.5,1
1823-T3-0050,1991,PTR,A,32.5,1
1823-T3-0050,2009,PTR,A,32.5,1
1823-T3-0050,1991,PTR,A,37.5,1
1823-T3-0050,2009,PTR,A,37.5,1
1823-T3-0050,1991,PTR,A,7.5,4
1823-T3-0100,1991,ABA,D,12.5,9
1823-T3-0100,1991,ABA,D,17.5,4
1823-T3-0100,1991,ABA,D,7.5,2
1823-T3-0100,2009,ASP,D,7.5,3
1823-T3-0100,1991,BPA,D,17.5,2
1823-T3-0100,1991,BPA,D,27.5,1
1823-T3-0100,2009,BPA,D,27.5,1
1823-T3-0100,2009,BPA,D,32.5,1
1823-T3-0100,2009,ABA,A,0.5,3
1823-T3-0100,1991,ABA,A,12.5,1
1823-T3-0100,2009,ABA,A,12.5,1
1823-T3-0100,1991,ABA,A,17.5,1
1823-T3-0100,2009,ABA,A,17.5,1
1823-T3-0100,2009,ABA,A,22.5,4
1823-T3-0100,2009,ABA,A,27.5,1
1823-T3-0100,2009,ABA,A,2.5,6
1823-T3-0100,2009,ABA,A,7.5,3
1823-T3-0100,1991,ALN,A,0.5,3
1823-T3-0100,1991,ALN,A,2.5,10
1823-T3-0100,1991,ALN,A,7.5,3
1823-T3-0100,1991,ASP,A,0.5,3
1823-T3-0100,2009,ASP,A,0.5,36
1823-T3-0100,1991,ASP,A,2.5,16
1823-T3-0100,2009,ASP,A,2.5,26
1823-T3-0100,1991,ASP,A,7.5,3
1823-T3-0100,2009,ASP,A,7.5,1
1823-T3-0100,1991,BPA,A,17.5,1
1823-T3-0100,1991,BPA,A,22.5,1
1823-T3-0100,2009,BPA,A,2.5,1
1823-T3-0100,2009,BPA,A,7.5,1
1823-T3-0100,2009,CORNU,A,0.5,2
1823-T3-0100,2009,CORYL,A,0.5,4
1823-T3-0100,2009,LONI,A,0.5,4
1823-T3-0100,2009,PGL,A,42.5,1
1823-T3-0100,1991,PTR,A,27.5,1
1823-T3-0100,2009,PTR,A,37.5,2
1823-T3-0100,1991,SALIX,A,12.5,1
1823-T3-0150,1991,ABA,D,12.5,4
1823-T3-0150,1991,ABA,D,17.5,6
1823-T3-0150,1991,ABA,D,22.5,4
1823-T3-0150,1991,ABA,D,7.5,3
1823-T3-0150,2009,ASP,D,7.5,2
1823-T3-0150,1991,BPA,D,22.5,1
1823-T3-0150,1991,BPA,D,27.5,1
1823-T3-0150,2009,BPA,D,32.5,1
1823-T3-0150,1991,ABA,A,0.5,7
1823-T3-0150,2009,ABA,A,0.5,10
1823-T3-0150,2009,ABA,A,12.5,6
1823-T3-0150,2009,ABA,A,17.5,1
1823-T3-0150,2009,ABA,A,22.5,2
1823-T3-0150,1991,ABA,A,2.5,3
1823-T3-0150,2009,ABA,A,2.5,6
1823-T3-0150,1991,ABA,A,7.5,2
1823-T3-0150,2009,ABA,A,7.5,16
1823-T3-0150,1991,ASP,A,0.5,37
1823-T3-0150,2009,ASP,A,0.5,18
1823-T3-0150,1991,ASP,A,2.5,28
1823-T3-0150,2009,ASP,A,2.5,22
1823-T3-0150,1991,ASP,A,7.5,13
1823-T3-0150,2009,ASP,A,7.5,4
1823-T3-0150,2009,BPA,A,17.5,2
1823-T3-0150,2009,BPA,A,22.5,1
1823-T3-0150,1991,BPA,A,27.5,1
1823-T3-0150,2009,BPA,A,27.5,1
1823-T3-0150,1991,BPA,A,2.5,1
1823-T3-0150,1991,BPA,A,7.5,1
1823-T3-0150,2009,BPA,A,7.5,1
1823-T3-0150,2009,CORYL,A,0.5,8
1823-T3-0150,2009,CORYL,A,2.5,5
1823-T3-0150,2009,PGL,A,12.5,1
1823-T3-0150,1991,PGL,A,27.5,1
1823-T3-0150,1991,PGL,A,2.5,2
1823-T3-0150,1991,SORBU,A,0.5,1
1823-T3-0150,2009,SORBU,A,0.5,1
1823-T3-0150,2009,SORBU,A,2.5,2
1823-T3-0200,1991,ABA,D,0.5,1
1823-T3-0200,1991,ABA,D,12.5,11
1823-T3-0200,2009,ABA,D,12.5,2
1823-T3-0200,1991,ABA,D,17.5,6
1823-T3-0200,1991,ABA,D,7.5,6
1823-T3-0200,2009,ASP,D,7.5,3
1823-T3-0200,2009,BPA,D,17.5,1
1823-T3-0200,1991,BPA,D,22.5,1
1823-T3-0200,2009,BPA,D,22.5,1
1823-T3-0200,2009,BPA,D,27.5,1
1823-T3-0200,2009,BPA,D,7.5,2
1823-T3-0200,2009,PGL,D,22.5,1
1823-T3-0200,1991,PTR,D,27.5,1
1823-T3-0200,1991,ABA,A,0.5,22
1823-T3-0200,2009,ABA,A,0.5,21
1823-T3-0200,2009,ABA,A,12.5,4
1823-T3-0200,1991,ABA,A,2.5,3
1823-T3-0200,2009,ABA,A,2.5,37
1823-T3-0200,1991,ABA,A,7.5,3
1823-T3-0200,2009,ABA,A,7.5,23
1823-T3-0200,1991,ALN,A,0.5,3
1823-T3-0200,1991,ASP,A,0.5,7
1823-T3-0200,2009,ASP,A,0.5,6
1823-T3-0200,1991,ASP,A,2.5,4
1823-T3-0200,2009,ASP,A,2.5,24
1823-T3-0200,1991,BPA,A,0.5,7
1823-T3-0200,1991,BPA,A,17.5,1
1823-T3-0200,1991,BPA,A,22.5,2
1823-T3-0200,2009,BPA,A,22.5,1
1823-T3-0200,2009,BPA,A,27.5,1
1823-T3-0200,1991,BPA,A,2.5,2
1823-T3-0200,2009,BPA,A,7.5,3
1823-T3-0200,1991,CORYL,A,0.5,4
1823-T3-0200,1991,PGL,A,0.5,2
1823-T3-0200,2009,PGL,A,0.5,1
1823-T3-0200,2009,PGL,A,12.5,2
1823-T3-0200,1991,PGL,A,2.5,3
1823-T3-0200,2009,PGL,A,2.5,2
1823-T3-0200,2009,PGL,A,7.5,5
1823-T3-0200,1991,PTR,A,0.5,2
1823-T3-0200,1991,PTR,A,22.5,2
1823-T3-0200,1991,PTR,A,27.5,2
1823-T3-0200,1991,PTR,A,2.5,1
1823-T3-0200,1991,PTR,A,32.5,1
1823-T3-0200,2009,PTR,A,7.5,4
1823-T3-0200,1991,SORBU,A,0.5,8
1823-T3-0200,2009,SORBU,A,0.5,1
1823-T3-0200,1991,SORBU,A,2.5,7
1823-T3-0200,2009,SORBU,A,2.5,2
1823-T3-0250,1991,ABA,D,12.5,12
1823-T3-0250,1991,ABA,D,17.5,10
1823-T3-0250,1991,ABA,D,2.5,1
1823-T3-0250,1991,ABA,D,7.5,16
1823-T3-0250,2009,BPA,D,7.5,1
1823-T3-0250,2009,PTR,D,17.5,1
1823-T3-0250,2009,ABA,A,0.5,15
1823-T3-0250,2009,ABA,A,12.5,4
1823-T3-0250,2009,ABA,A,2.5,23
1823-T3-0250,2009,ABA,A,7.5,12
1823-T3-0250,2009,ALN,A,0.5,1
1823-T3-0250,2009,ALN,A,2.5,5
1823-T3-0250,1991,AMEL,A,0.5,11
1823-T3-0250,1991,AMEL,A,2.5,2
1823-T3-0250,1991,ASP,A,0.5,37
1823-T3-0250,2009,ASP,A,0.5,28
1823-T3-0250,1991,ASP,A,2.5,6
1823-T3-0250,2009,ASP,A,2.5,30
1823-T3-0250,2009,BPA,A,12.5,1
1823-T3-0250,1991,BPA,A,22.5,1
1823-T3-0250,2009,BPA,A,7.5,1
1823-T3-0250,2009,PGL,A,0.5,1
1823-T3-0250,1991,PGL,A,12.5,1
1823-T3-0250,1991,PGL,A,22.5,3
1823-T3-0250,2009,PGL,A,2.5,2
1823-T3-0250,2009,PGL,A,32.5,1
1823-T3-0250,2009,PGL,A,37.5,1
1823-T3-0250,1991,PTR,A,0.5,3
1823-T3-0250,2009,PTR,A,22.5,2
1823-T3-0250,2009,PTR,A,27.5,4
1823-T3-0250,1991,PTR,A,2.5,2
1823-T3-0250,2009,PTR,A,2.5,1
1823-T3-0250,2009,PTR,A,32.5,1
1823-T3-0250,1991,PTR,A,37.5,1
1823-T3-0250,2009,PTR,A,37.5,1
1823-T3-0250,2009,PTR,A,42.5,3
1823-T3-0250,2009,PTR,A,47.5,1
1823-T3-0250,1991,PTR,A,7.5,1
1823-T3-0250,2009,PTR,A,7.5,3
1823-T3-0250,1991,SORBU,A,0.5,7
1823-T3-0250,2009,SORBU,A,0.5,1
1823-T3-0250,1991,SORBU,A,2.5,1
1823-T3-0250,2009,SORBU,A,2.5,2
1823-T3-0300,1991,ABA,D,12.5,7
1823-T3-0300,1991,ABA,D,17.5,1
1823-T3-0300,1991,ABA,D,7.5,4
1823-T3-0300,1991,BPA,D,17.5,1
1823-T3-0300,2009,BPA,D,17.5,1
1823-T3-0300,2009,PTR,D,12.5,5
1823-T3-0300,2009,PTR,D,17.5,1
1823-T3-0300,2009,PTR,D,22.5,1
1823-T3-0300,1991,PTR,D,7.5,1
1823-T3-0300,2009,PTR,D,7.5,1
1823-T3-0300,1991,ABA,DCS,17.5,1
1823-T3-0300,1991,ABA,A,0.5,7
1823-T3-0300,2009,ABA,A,0.5,20
1823-T3-0300,2009,ABA,A,2.5,39
1823-T3-0300,2009,ABA,A,7.5,15
1823-T3-0300,2009,ALN,A,0.5,1
1823-T3-0300,2009,ALN,A,2.5,1
1823-T3-0300,1991,ASP,A,0.5,15
1823-T3-0300,2009,ASP,A,0.5,15
1823-T3-0300,1991,ASP,A,2.5,9
1823-T3-0300,2009,ASP,A,2.5,9
1823-T3-0300,1991,BPA,A,0.5,2
1823-T3-0300,2009,BPA,A,12.5,1
1823-T3-0300,1991,BPA,A,17.5,1
1823-T3-0300,2009,BPA,A,27.5,1
1823-T3-0300,1991,BPA,A,7.5,2
1823-T3-0300,1991,CORYL,A,0.5,3
1823-T3-0300,2009,PGL,A,0.5,1
1823-T3-0300,2009,PGL,A,12.5,1
1823-T3-0300,2009,PGL,A,2.5,1
1823-T3-0300,2009,PGL,A,7.5,2
1823-T3-0300,1991,PTR,A,0.5,2
1823-T3-0300,1991,PTR,A,12.5,6
1823-T3-0300,2009,PTR,A,12.5,1
1823-T3-0300,1991,PTR,A,17.5,3
1823-T3-0300,2009,PTR,A,17.5,1
1823-T3-0300,1991,PTR,A,22.5,7
1823-T3-0300,2009,PTR,A,22.5,1
1823-T3-0300,1991,PTR,A,27.5,4
1823-T3-0300,2009,PTR,A,27.5,4
1823-T3-0300,2009,PTR,A,32.5,2
1823-T3-0300,2009,PTR,A,37.5,1
1823-T3-0300,2009,PTR,A,42.5,1
1823-T3-0300,1991,PTR,A,7.5,2
1823-T3-0300,1991,SORBU,A,0.5,4
1823-T3-0300,2009,SORBU,A,2.5,1
1823-T3-0350,1991,ABA,D,12.5,5
1823-T3-0350,1991,ABA,D,17.5,3
1823-T3-0350,1991,ABA,D,7.5,7
1823-T3-0350,1991,PTR,D,12.5,1
1823-T3-0350,2009,PTR,D,12.5,1
1823-T3-0350,2009,PTR,D,17.5,4
1823-T3-0350,2009,PTR,D,22.5,1
1823-T3-0350,2009,PTR,D,27.5,1
1823-T3-0350,1991,PTR,D,7.5,4
1823-T3-0350,1991,ABA,A,0.5,6
1823-T3-0350,2009,ABA,A,0.5,10
1823-T3-0350,2009,ABA,A,12.5,2
1823-T3-0350,2009,ABA,A,2.5,83
1823-T3-0350,1991,ABA,A,7.5,2
1823-T3-0350,2009,ABA,A,7.5,28
1823-T3-0350,2009,AMEL,A,0.5,1
1823-T3-0350,1991,BPA,A,7.5,1
1823-T3-0350,2009,PGL,A,12.5,1
1823-T3-0350,2009,PGL,A,17.5,1
1823-T3-0350,2009,PGL,A,22.5,1
1823-T3-0350,2009,PGL,A,2.5,10
1823-T3-0350,2009,PGL,A,7.5,14
1823-T3-0350,1991,PMA,A,17.5,1
1823-T3-0350,1991,PTR,A,12.5,4
1823-T3-0350,1991,PTR,A,17.5,9
1823-T3-0350,1991,PTR,A,22.5,6
1823-T3-0350,2009,PTR,A,22.5,1
1823-T3-0350,1991,PTR,A,27.5,1
1823-T3-0350,2009,PTR,A,27.5,6
1823-T3-0350,2009,PTR,A,32.5,2
1823-T3-0350,1991,PTR,A,7.5,3
1823-T3-0400,1991,ABA,D,12.5,11
1823-T3-0400,2009,ABA,D,12.5,1
1823-T3-0400,1991,ABA,D,17.5,3
1823-T3-0400,1991,ABA,D,7.5,13
1823-T3-0400,2009,BPA,D,12.5,2
1823-T3-0400,2009,BPA,D,17.5,1
1823-T3-0400,1991,BPA,D,22.5,2
1823-T3-0400,2009,PGL,D,12.5,1
1823-T3-0400,1991,PTR,D,0.5,1
1823-T3-0400,1991,PTR,D,17.5,2
1823-T3-0400,2009,PTR,D,17.5,1
1823-T3-0400,2009,PTR,D,22.5,1
1823-T3-0400,2009,PTR,D,27.5,1
1823-T3-0400,2009,PTR,D,32.5,1
1823-T3-0400,1991,ABA,A,0.5,17
1823-T3-0400,2009,ABA,A,0.5,27
1823-T3-0400,1991,ABA,A,12.5,1
1823-T3-0400,1991,ABA,A,2.5,4
1823-T3-0400,2009,ABA,A,2.5,78
1823-T3-0400,1991,ABA,A,7.5,1
1823-T3-0400,2009,ABA,A,7.5,30
1823-T3-0400,1991,ASP,A,0.5,15
1823-T3-0400,1991,ASP,A,2.5,4
1823-T3-0400,1991,BPA,A,12.5,4
1823-T3-0400,2009,BPA,A,12.5,1
1823-T3-0400,1991,BPA,A,17.5,1
1823-T3-0400,2009,BPA,A,17.5,1
1823-T3-0400,1991,BPA,A,7.5,1
1823-T3-0400,2009,BPA,A,7.5,1
1823-T3-0400,1991,PGL,A,0.5,7
1823-T3-0400,2009,PGL,A,0.5,3
1823-T3-0400,2009,PGL,A,12.5,4
1823-T3-0400,1991,PGL,A,22.5,1
1823-T3-0400,2009,PGL,A,22.5,1
1823-T3-0400,1991,PGL,A,2.5,2
1823-T3-0400,2009,PGL,A,2.5,13
1823-T3-0400,2009,PGL,A,7.5,22
1823-T3-0400,1991,PMA,A,12.5,1
1823-T3-0400,1991,PTR,A,0.5,1
1823-T3-0400,1991,PTR,A,12.5,1
1823-T3-0400,1991,PTR,A,17.5,7
1823-T3-0400,2009,PTR,A,17.5,2
1823-T3-0400,1991,PTR,A,22.5,3
1823-T3-0400,2009,PTR,A,22.5,1
1823-T3-0400,2009,PTR,A,27.5,1
1823-T3-0400,1991,PTR,A,7.5,1
1823-T3-0400,1991,SORBU,A,0.5,1
1823-T3-0450,1991,ABA,D,12.5,11
1823-T3-0450,1991,ABA,D,17.5,2
1823-T3-0450,1991,ABA,D,7.5,9
1823-T3-0450,2009,ABA,D,7.5,2
1823-T3-0450,1991,BPA,D,12.5,1
1823-T3-0450,2009,BPA,D,22.5,2
1823-T3-0450,2009,BPA,D,27.5,1
1823-T3-0450,2009,BPA,D,32.5,1
1823-T3-0450,1991,BPA,D,7.5,1
1823-T3-0450,1991,PGL,D,12.5,1
1823-T3-0450,1991,PGL,D,17.5,1
1823-T3-0450,2009,PTR,D,12.5,1
1823-T3-0450,1991,ABA,A,0.5,28
1823-T3-0450,2009,ABA,A,0.5,10
1823-T3-0450,2009,ABA,A,12.5,2
1823-T3-0450,1991,ABA,A,2.5,8
1823-T3-0450,2009,ABA,A,2.5,68
1823-T3-0450,1991,ABA,A,7.5,8
1823-T3-0450,2009,ABA,A,7.5,63
1823-T3-0450,1991,BPA,A,12.5,1
1823-T3-0450,2009,BPA,A,12.5,2
1823-T3-0450,1991,BPA,A,22.5,2
1823-T3-0450,2009,BPA,A,27.5,1
1823-T3-0450,1991,BPA,A,7.5,3
1823-T3-0450,2009,BPA,A,7.5,2
1823-T3-0450,1991,PGL,A,0.5,8
1823-T3-0450,2009,PGL,A,0.5,2
1823-T3-0450,1991,PGL,A,12.5,1
1823-T3-0450,2009,PGL,A,12.5,2
1823-T3-0450,2009,PGL,A,17.5,1
1823-T3-0450,1991,PGL,A,22.5,1
1823-T3-0450,2009,PGL,A,22.5,1
1823-T3-0450,1991,PGL,A,2.5,4
1823-T3-0450,2009,PGL,A,2.5,10
1823-T3-0450,1991,PGL,A,7.5,1
1823-T3-0450,2009,PGL,A,7.5,9
1823-T3-0450,1991,PTR,A,22.5,2
1823-T3-0450,2009,PTR,A,22.5,2
1823-T3-0450,1991,PTR,A,27.5,1
1823-T3-0450,1991,PTR,A,2.5,2
1823-T3-0450,2009,PTR,A,2.5,4
1823-T3-0450,2009,PTR,A,32.5,1
1823-T3-0450,1991,PTR,A,7.5,1
1823-T3-0450,2009,PTR,A,7.5,1
1823-T3-0450,1991,SORBU,A,0.5,1
1823-T3-0450,1991,SORBU,A,2.5,1
1823-T3-0500,1991,ABA,D,12.5,8
1823-T3-0500,2009,ABA,D,12.5,6
1823-T3-0500,1991,ABA,D,17.5,1
1823-T3-0500,1991,ABA,D,7.5,16
1823-T3-0500,2009,ABA,D,7.5,1
1823-T3-0500,1991,BPA,D,12.5,1
1823-T3-0500,2009,BPA,D,12.5,3
1823-T3-0500,2009,BPA,D,27.5,1
1823-T3-0500,1991,PGL,D,12.5,1
1823-T3-0500,1991,PGL,D,17.5,1
1823-T3-0500,2009,PTR,D,12.5,4
1823-T3-0500,1991,PTR,D,27.5,1
1823-T3-0500,1991,PTR,D,7.5,1
1823-T3-0500,1991,PTR,DCS,17.5,1
1823-T3-0500,1991,ABA,A,0.5,3
1823-T3-0500,2009,ABA,A,0.5,14
1823-T3-0500,1991,ABA,A,12.5,4
1823-T3-0500,2009,ABA,A,12.5,10
1823-T3-0500,1991,ABA,A,17.5,2
1823-T3-0500,2009,ABA,A,17.5,1
1823-T3-0500,2009,ABA,A,22.5,1
1823-T3-0500,1991,ABA,A,2.5,3
1823-T3-0500,2009,ABA,A,2.5,18
1823-T3-0500,1991,ABA,A,7.5,10
1823-T3-0500,2009,ABA,A,7.5,34
1823-T3-0500,1991,BPA,A,0.5,1
1823-T3-0500,1991,BPA,A,12.5,1
1823-T3-0500,2009,BPA,A,12.5,4
1823-T3-0500,1991,BPA,A,17.5,3
1823-T3-0500,2009,BPA,A,17.5,1
1823-T3-0500,1991,BPA,A,22.5,1
1823-T3-0500,2009,BPA,A,22.5,2
1823-T3-0500,1991,BPA,A,2.5,1
1823-T3-0500,1991,BPA,A,7.5,4
1823-T3-0500,1991,NEMOP,A,0.5,3
1823-T3-0500,1991,PGL,A,0.5,1
1823-T3-0500,2009,PGL,A,0.5,10
1823-T3-0500,1991,PGL,A,12.5,2
1823-T3-0500,2009,PGL,A,12.5,2
1823-T3-0500,1991,PGL,A,17.5,2
1823-T3-0500,2009,PGL,A,17.5,2
1823-T3-0500,2009,PGL,A,27.5,1
1823-T3-0500,2009,PGL,A,2.5,6
1823-T3-0500,2009,PGL,A,32.5,1
1823-T3-0500,2009,PGL,A,7.5,6
1823-T3-0500,1991,PMA,A,17.5,2
1823-T3-0500,1991,PMA,A,7.5,2
1823-T3-0500,1991,PPE,A,0.5,1
1823-T3-0500,1991,PTR,A,0.5,3
1823-T3-0500,1991,PTR,A,12.5,2
1823-T3-0500,1991,TOC,A,17.5,1
1823-T4-0050,2009,PTR,DCB,17.5,1
1823-T4-0050,2009,PTR,DCB,22.5,1
1823-T4-0050,2009,PTR,DCB,27.5,2
1823-T4-0050,2009,PTR,DCB,32.5,2
1823-T4-0050,1991,ABA,D,12.5,5
1823-T4-0050,1991,ABA,D,17.5,3
1823-T4-0050,1991,ABA,D,2.5,2
1823-T4-0050,1991,ABA,D,7.5,3
1823-T4-0050,2009,ABA,D,7.5,1
1823-T4-0050,2009,BPA,D,12.5,1
1823-T4-0050,2009,BPA,D,22.5,2
1823-T4-0050,1991,BPA,D,7.5,2
1823-T4-0050,2009,BPA,D,7.5,1
